transaction_id,date,customer_id,product_id,quantity,discount_percent,unit_price,gross_amount,discount_amount,net_amount
T000951,2021-07-27 21:38:16.539307864,C0430,P105,3,0,574.84,1724.52,0.0,1724.52
T000952,2021-07-28 02:53:24.640928188,C0102,P131,3,0,203.74,611.22,0.0,611.22
T000953,2021-07-28 08:08:32.742548512,C0069,P133,4,15,47.97,191.88,28.781999999999996,163.098
T000954,2021-07-28 13:23:40.844168836,C0133,P065,3,0,43.17,129.51,0.0,129.51
T000955,2021-07-28 18:38:48.945789160,C0189,P182,4,0,532.67,2130.68,0.0,2130.68
T000956,2021-07-28 23:53:57.047409484,C0211,P019,6,0,452.1,2712.6000000000004,0.0,2712.6000000000004
T000957,2021-07-29 05:09:05.149029808,C0243,P106,4,0,49.61,198.44,0.0,198.44
T000958,2021-07-29 10:24:13.250650132,C0166,P054,1,5,46.42,46.42,2.321,44.099000000000004
T000959,2021-07-29 15:39:21.352270456,C0412,P138,4,15,224.39,897.56,134.634,762.9259999999999
T000960,2021-07-29 20:54:29.453890780,C0410,P144,4,10,37.82,151.28,15.128,136.152
T000961,2021-07-30 02:09:37.555511104,C0061,P104,5,10,48.89,244.45,24.445,220.005
T000962,2021-07-30 07:24:45.657131428,C0362,P174,6,10,44.28,265.68,26.568,239.112
T000963,2021-07-30 12:39:53.758751752,C0279,P157,3,0,49.89,149.67000000000002,0.0,149.67000000000002
T000964,2021-07-30 17:55:01.860372076,C0430,P015,2,0,46.88,93.76,0.0,93.76
T000965,2021-07-30 23:10:09.961992400,C0113,P048,3,0,421.78,1265.34,0.0,1265.34
T000966,2021-07-31 04:25:18.063612724,C0030,P139,1,0,229.07,229.07,0.0,229.07
T000967,2021-07-31 09:40:26.165233048,C0323,P034,4,10,181.07,724.28,72.428,651.852
T000968,2021-07-31 14:55:34.266853372,C0476,P164,2,0,55.05,110.1,0.0,110.1
T000969,2021-07-31 20:10:42.368473696,C0161,P158,6,0,54.95,329.70000000000005,0.0,329.70000000000005
T000970,2021-08-01 01:25:50.470094020,C0234,P099,4,0,47.75,191.0,0.0,191.0
T000971,2021-08-01 06:40:58.571714344,C0387,P019,3,5,452.1,1356.3000000000002,67.81500000000001,1288.4850000000001
T000972,2021-08-01 11:56:06.673334668,C0453,P196,3,5,207.29,621.87,31.0935,590.7765
T000973,2021-08-01 17:11:14.774954992,C0377,P070,7,15,62.3,436.09999999999997,65.41499999999999,370.68499999999995
T000974,2021-08-01 22:26:22.876575316,C0339,P115,5,0,48.52,242.60000000000002,0.0,242.60000000000002
T000975,2021-08-02 03:41:30.978195640,C0170,P161,5,5,211.26,1056.3,52.815,1003.4849999999999
T000976,2021-08-02 08:56:39.079815964,C0318,P096,4,0,173.11,692.44,0.0,692.44
T000977,2021-08-02 14:11:47.181436288,C0186,P075,4,0,185.49,741.96,0.0,741.96
T000978,2021-08-02 19:26:55.283056612,C0057,P150,2,0,195.37,390.74,0.0,390.74
T000979,2021-08-03 00:42:03.384676936,C0240,P036,2,0,464.61,929.22,0.0,929.22
T000980,2021-08-03 05:57:11.486297260,C0257,P151,2,5,199.35,398.7,19.935,378.765
T000981,2021-08-03 11:12:19.587917584,C0358,P063,1,0,206.7,206.7,0.0,206.7
T000982,2021-08-03 16:27:27.689537908,C0201,P154,4,0,49.85,199.4,0.0,199.4
T000983,2021-08-03 21:42:35.791158232,C0444,P188,3,0,500.12,1500.3600000000001,0.0,1500.3600000000001
T000984,2021-08-04 02:57:43.892778556,C0325,P093,3,5,408.71,1226.1299999999999,61.3065,1164.8235
T000985,2021-08-04 08:12:51.994398880,C0315,P005,2,5,190.68,381.36,19.068,362.29200000000003
T000986,2021-08-04 13:28:00.096019204,C0302,P182,4,10,532.67,2130.68,213.06799999999998,1917.6119999999999
T000987,2021-08-04 18:43:08.197639528,C0106,P166,3,5,51.14,153.42000000000002,7.671000000000001,145.74900000000002
T000988,2021-08-04 23:58:16.299259852,C0290,P190,2,5,181.36,362.72,18.136000000000003,344.584
T000989,2021-08-05 05:13:24.400880176,C0101,P025,4,0,46.42,185.68,0.0,185.68
T000990,2021-08-05 10:28:32.502500500,C0097,P098,8,0,50.02,400.16,0.0,400.16
T000991,2021-08-05 15:43:40.604120824,C0153,P012,2,10,219.29,438.58,43.858000000000004,394.722
T000992,2021-08-05 20:58:48.705741148,C0426,P150,3,5,195.37,586.11,29.305500000000002,556.8045
T000993,2021-08-06 02:13:56.807361472,C0029,P137,3,15,179.95,539.8499999999999,80.97749999999998,458.87249999999995
T000994,2021-08-06 07:29:04.908981796,C0153,P084,5,20,539.79,2698.95,539.79,2159.16
T000995,2021-08-06 12:44:13.010602124,C0438,P029,4,10,49.08,196.32,19.631999999999998,176.688
T000996,2021-08-06 17:59:21.112222448,C0379,P172,4,20,226.9,907.6,181.52,726.08
T000997,2021-08-06 23:14:29.213842772,C0073,P109,3,5,201.99,605.97,30.298500000000004,575.6715
T000998,2021-08-07 04:29:37.315463096,C0254,P027,5,0,61.22,306.1,0.0,306.1
T000999,2021-08-07 09:44:45.417083420,C0451,P055,7,0,48.14,336.98,0.0,336.98
T001000,2021-08-07 14:59:53.518703744,C0399,P133,4,10,47.97,191.88,19.188,172.692
T001001,2021-08-07 20:15:01.620324068,C0004,P052,6,0,233.65,1401.9,0.0,1401.9
T001002,2021-08-08 01:30:09.721944392,C0237,P013,4,0,209.03,836.12,0.0,836.12
T001003,2021-08-08 06:45:17.823564716,C0038,P042,4,0,512.45,2049.8,0.0,2049.8
T001004,2021-08-08 12:00:25.925185040,C0020,P143,2,0,194.64,389.28,0.0,389.28
T001005,2021-08-08 17:15:34.026805364,C0113,P079,5,5,51.09,255.45000000000002,12.7725,242.6775
T001006,2021-08-08 22:30:42.128425688,C0023,P018,3,5,199.65,598.95,29.9475,569.0025
T001007,2021-08-09 03:45:50.230046012,C0421,P050,8,5,498.03,3984.24,199.21199999999996,3785.028
T001008,2021-08-09 09:00:58.331666336,C0446,P002,5,5,480.13,2400.65,120.0325,2280.6175000000003
T001009,2021-08-09 14:16:06.433286660,C0367,P087,3,0,47.49,142.47,0.0,142.47
T001010,2021-08-09 19:31:14.534906984,C0136,P107,1,0,158.06,158.06,0.0,158.06
T001011,2021-08-10 00:46:22.636527308,C0421,P141,5,15,233.01,1165.05,174.7575,990.2925
T001012,2021-08-10 06:01:30.738147632,C0248,P196,5,0,207.29,1036.45,0.0,1036.45
T001013,2021-08-10 11:16:38.839767956,C0301,P047,4,5,191.12,764.48,38.224000000000004,726.256
T001014,2021-08-10 16:31:46.941388280,C0097,P089,4,5,176.64,706.56,35.327999999999996,671.232
T001015,2021-08-10 21:46:55.043008604,C0033,P178,4,0,52.24,208.96,0.0,208.96
T001016,2021-08-11 03:02:03.144628928,C0135,P012,5,0,219.29,1096.45,0.0,1096.45
T001017,2021-08-11 08:17:11.246249252,C0255,P013,2,0,209.03,418.06,0.0,418.06
T001018,2021-08-11 13:32:19.347869576,C0278,P137,4,0,179.95,719.8,0.0,719.8
T001019,2021-08-11 18:47:27.449489900,C0133,P059,2,0,46.54,93.08,0.0,93.08
T001020,2021-08-12 00:02:35.551110224,C0238,P173,3,20,222.63,667.89,133.578,534.312
T001021,2021-08-12 05:17:43.652730548,C0015,P198,2,5,178.17,356.34,17.816999999999997,338.52299999999997
T001022,2021-08-12 10:32:51.754350872,C0277,P043,5,0,494.74,2473.7,0.0,2473.7
T001023,2021-08-12 15:47:59.855971196,C0126,P074,3,5,219.42,658.26,32.913000000000004,625.347
T001024,2021-08-12 21:03:07.957591520,C0345,P023,3,0,52.93,158.79,0.0,158.79
T001025,2021-08-13 02:18:16.059211844,C0017,P079,3,0,51.09,153.27,0.0,153.27
T001026,2021-08-13 07:33:24.160832168,C0312,P173,5,10,222.63,1113.15,111.315,1001.835
T001027,2021-08-13 12:48:32.262452492,C0050,P023,6,15,52.93,317.58,47.637,269.943
T001028,2021-08-13 18:03:40.364072816,C0135,P101,5,5,466.98,2334.9,116.745,2218.155
T001029,2021-08-13 23:18:48.465693140,C0118,P162,7,15,197.03,1379.21,206.88150000000002,1172.3285
T001030,2021-08-14 04:33:56.567313464,C0378,P144,5,15,37.82,189.1,28.365,160.73499999999999
T001031,2021-08-14 09:49:04.668933788,C0306,P191,4,5,176.9,707.6,35.38,672.22
T001032,2021-08-14 15:04:12.770554112,C0060,P109,8,15,201.99,1615.92,242.38800000000003,1373.5320000000002
T001033,2021-08-14 20:19:20.872174436,C0125,P179,3,5,173.59,520.77,26.0385,494.7315
T001034,2021-08-15 01:34:28.973794760,C0467,P111,6,0,536.74,3220.44,0.0,3220.44
T001035,2021-08-15 06:49:37.075415084,C0116,P160,5,10,204.08,1020.4000000000001,102.04,918.3600000000001
T001036,2021-08-15 12:04:45.177035408,C0391,P166,7,0,51.14,357.98,0.0,357.98
T001037,2021-08-15 17:19:53.278655732,C0424,P184,6,0,175.43,1052.58,0.0,1052.58
T001038,2021-08-15 22:35:01.380276056,C0173,P197,5,0,211.14,1055.6999999999998,0.0,1055.6999999999998
T001039,2021-08-16 03:50:09.481896380,C0187,P017,4,10,199.57,798.28,79.82799999999999,718.452
T001040,2021-08-16 09:05:17.583516704,C0498,P086,3,0,195.5,586.5,0.0,586.5
T001041,2021-08-16 14:20:25.685137028,C0088,P039,3,0,206.16,618.48,0.0,618.48
T001042,2021-08-16 19:35:33.786757352,C0203,P041,5,0,201.84,1009.2,0.0,1009.2
T001043,2021-08-17 00:50:41.888377676,C0361,P048,3,5,421.78,1265.34,63.266999999999996,1202.0729999999999
T001044,2021-08-17 06:05:49.989998000,C0311,P156,2,0,195.85,391.7,0.0,391.7
T001045,2021-08-17 11:20:58.091618324,C0320,P077,3,5,549.96,1649.88,82.49400000000001,1567.3860000000002
T001046,2021-08-17 16:36:06.193238648,C0449,P178,3,20,52.24,156.72,31.344,125.376
T001047,2021-08-17 21:51:14.294858972,C0182,P001,6,0,471.78,2830.68,0.0,2830.68
T001048,2021-08-18 03:06:22.396479296,C0352,P117,7,15,49.19,344.33,51.649499999999996,292.6805
T001049,2021-08-18 08:21:30.498099620,C0168,P178,7,0,52.24,365.68,0.0,365.68
T001050,2021-08-18 13:36:38.599719944,C0181,P019,2,0,452.1,904.2,0.0,904.2
T001051,2021-08-18 18:51:46.701340268,C0300,P059,2,10,46.54,93.08,9.308,83.77199999999999
T001052,2021-08-19 00:06:54.802960592,C0447,P196,5,15,207.29,1036.45,155.4675,880.9825000000001
T001053,2021-08-19 05:22:02.904580916,C0130,P107,7,0,158.06,1106.42,0.0,1106.42
T001054,2021-08-19 10:37:11.006201240,C0463,P195,3,5,191.96,575.88,28.794,547.086
T001055,2021-08-19 15:52:19.107821564,C0149,P169,7,0,215.49,1508.43,0.0,1508.43
T001056,2021-08-19 21:07:27.209441892,C0472,P138,7,5,224.39,1570.73,78.53649999999999,1492.1935
T001057,2021-08-20 02:22:35.311062216,C0306,P028,9,10,178.2,1603.8,160.38,1443.42
T001058,2021-08-20 07:37:43.412682540,C0209,P034,2,0,181.07,362.14,0.0,362.14
T001059,2021-08-20 12:52:51.514302864,C0111,P039,5,10,206.16,1030.8,103.08,927.7199999999999
T001060,2021-08-20 18:07:59.615923188,C0436,P126,6,0,542.9,3257.3999999999996,0.0,3257.3999999999996
T001061,2021-08-20 23:23:07.717543512,C0500,P083,3,5,166.16,498.48,24.924,473.55600000000004
T001062,2021-08-21 04:38:15.819163836,C0137,P106,2,5,49.61,99.22,4.961,94.259
T001063,2021-08-21 09:53:23.920784160,C0355,P184,2,5,175.43,350.86,17.543000000000003,333.317
T001064,2021-08-21 15:08:32.022404484,C0404,P180,4,0,207.72,830.88,0.0,830.88
T001065,2021-08-21 20:23:40.124024808,C0211,P110,3,0,183.49,550.47,0.0,550.47
T001066,2021-08-22 01:38:48.225645132,C0146,P121,6,15,213.88,1283.28,192.49200000000002,1090.788
T001067,2021-08-22 06:53:56.327265456,C0084,P107,3,15,158.06,474.18,71.127,403.053
T001068,2021-08-22 12:09:04.428885780,C0030,P131,5,5,203.74,1018.7,50.935,967.7650000000001
T001069,2021-08-22 17:24:12.530506104,C0488,P023,5,5,52.93,264.65,13.2325,251.4175
T001070,2021-08-22 22:39:20.632126428,C0065,P145,4,10,166.64,666.56,66.65599999999999,599.904
T001071,2021-08-23 03:54:28.733746752,C0024,P071,4,0,48.45,193.8,0.0,193.8
T001072,2021-08-23 09:09:36.835367076,C0472,P154,5,0,49.85,249.25,0.0,249.25
T001073,2021-08-23 14:24:44.936987400,C0431,P107,4,10,158.06,632.24,63.224,569.016
T001074,2021-08-23 19:39:53.038607724,C0211,P146,3,0,186.84,560.52,0.0,560.52
T001075,2021-08-24 00:55:01.140228048,C0222,P046,4,15,50.31,201.24,30.186000000000003,171.054
T001076,2021-08-24 06:10:09.241848372,C0090,P070,5,0,62.3,311.5,0.0,311.5
T001077,2021-08-24 11:25:17.343468696,C0106,P031,1,5,245.61,245.61,12.280500000000002,233.32950000000002
T001078,2021-08-24 16:40:25.445089020,C0172,P093,2,5,408.71,817.42,40.871,776.549
T001079,2021-08-24 21:55:33.546709344,C0230,P137,1,0,179.95,179.95,0.0,179.95
T001080,2021-08-25 03:10:41.648329668,C0413,P118,4,5,195.6,782.4,39.12,743.28
T001081,2021-08-25 08:25:49.749949992,C0077,P163,2,5,41.23,82.46,4.122999999999999,78.33699999999999
T001082,2021-08-25 13:40:57.851570316,C0068,P081,6,0,239.61,1437.66,0.0,1437.66
T001083,2021-08-25 18:56:05.953190640,C0365,P060,4,5,44.04,176.16,8.808,167.352
T001084,2021-08-26 00:11:14.054810964,C0401,P076,2,0,49.27,98.54,0.0,98.54
T001085,2021-08-26 05:26:22.156431288,C0353,P063,5,5,206.7,1033.5,51.675,981.825
T001086,2021-08-26 10:41:30.258051612,C0389,P100,5,0,354.85,1774.25,0.0,1774.25
T001087,2021-08-26 15:56:38.359671936,C0092,P180,5,10,207.72,1038.6,103.86,934.7399999999999
T001088,2021-08-26 21:11:46.461292260,C0088,P048,5,0,421.78,2108.8999999999996,0.0,2108.8999999999996
T001089,2021-08-27 02:26:54.562912584,C0465,P189,6,5,52.13,312.78000000000003,15.639000000000001,297.141
T001090,2021-08-27 07:42:02.664532908,C0050,P152,4,10,48.91,195.64,19.564,176.076
T001091,2021-08-27 12:57:10.766153232,C0103,P074,5,10,219.42,1097.1,109.71,987.3899999999999
T001092,2021-08-27 18:12:18.867773556,C0368,P058,6,10,242.75,1456.5,145.65,1310.85
T001093,2021-08-27 23:27:26.969393880,C0424,P192,4,0,435.85,1743.4,0.0,1743.4
T001094,2021-08-28 04:42:35.071014204,C0492,P030,4,20,51.69,206.76,41.352,165.408
T001095,2021-08-28 09:57:43.172634528,C0046,P157,4,0,49.89,199.56,0.0,199.56
T001096,2021-08-28 15:12:51.274254852,C0179,P010,6,0,586.18,3517.08,0.0,3517.08
T001097,2021-08-28 20:27:59.375875176,C0267,P039,6,0,206.16,1236.96,0.0,1236.96
T001098,2021-08-29 01:43:07.477495500,C0268,P055,3,10,48.14,144.42000000000002,14.442000000000002,129.978
T001099,2021-08-29 06:58:15.579115824,C0397,P028,4,10,178.2,712.8,71.28,641.52
T001100,2021-08-29 12:13:23.680736148,C0320,P146,5,10,186.84,934.2,93.42,840.7800000000001
T001101,2021-08-29 17:28:31.782356472,C0008,P169,2,0,215.49,430.98,0.0,430.98
T001102,2021-08-29 22:43:39.883976796,C0449,P118,8,0,195.6,1564.8,0.0,1564.8
T001103,2021-08-30 03:58:47.985597120,C0265,P114,3,5,170.52,511.56000000000006,25.578000000000003,485.9820000000001
T001104,2021-08-30 09:13:56.087217444,C0476,P075,2,15,185.49,370.98,55.647000000000006,315.333
T001105,2021-08-30 14:29:04.188837768,C0386,P065,2,0,43.17,86.34,0.0,86.34
T001106,2021-08-30 19:44:12.290458092,C0078,P081,2,15,239.61,479.22,71.883,407.33700000000005
T001107,2021-08-31 00:59:20.392078416,C0397,P100,4,5,354.85,1419.4,70.97,1348.43
T001108,2021-08-31 06:14:28.493698740,C0240,P100,5,10,354.85,1774.25,177.425,1596.825
T001109,2021-08-31 11:29:36.595319064,C0258,P046,6,0,50.31,301.86,0.0,301.86
T001110,2021-08-31 16:44:44.696939388,C0196,P060,6,10,44.04,264.24,26.424,237.816
T001111,2021-08-31 21:59:52.798559712,C0460,P137,6,20,179.95,1079.6999999999998,215.93999999999997,863.7599999999999
T001112,2021-09-01 03:15:00.900180036,C0432,P173,3,0,222.63,667.89,0.0,667.89
T001113,2021-09-01 08:30:09.001800360,C0330,P188,6,0,500.12,3000.7200000000003,0.0,3000.7200000000003
T001114,2021-09-01 13:45:17.103420684,C0131,P156,6,15,195.85,1175.1,176.265,998.8349999999999
T001115,2021-09-01 19:00:25.205041008,C0452,P097,3,0,512.95,1538.8500000000001,0.0,1538.8500000000001
T001116,2021-09-02 00:15:33.306661336,C0390,P003,2,0,207.01,414.02,0.0,414.02
T001117,2021-09-02 05:30:41.408281660,C0343,P179,6,0,173.59,1041.54,0.0,1041.54
T001118,2021-09-02 10:45:49.509901984,C0261,P136,8,5,42.05,336.4,16.82,319.58
T001119,2021-09-02 16:00:57.611522308,C0242,P114,4,0,170.52,682.08,0.0,682.08
T001120,2021-09-02 21:16:05.713142632,C0387,P198,3,0,178.17,534.51,0.0,534.51
T001121,2021-09-03 02:31:13.814762956,C0394,P187,8,0,229.22,1833.76,0.0,1833.76
T001122,2021-09-03 07:46:21.916383280,C0171,P116,3,0,214.16,642.48,0.0,642.48
T001123,2021-09-03 13:01:30.018003604,C0147,P189,3,5,52.13,156.39000000000001,7.819500000000001,148.5705
T001124,2021-09-03 18:16:38.119623928,C0270,P058,2,0,242.75,485.5,0.0,485.5
T001125,2021-09-03 23:31:46.221244252,C0149,P070,6,15,62.3,373.79999999999995,56.06999999999999,317.72999999999996
T001126,2021-09-04 04:46:54.322864576,C0380,P093,2,0,408.71,817.42,0.0,817.42
T001127,2021-09-04 10:02:02.424484900,C0299,P140,1,5,186.81,186.81,9.340499999999999,177.4695
T001128,2021-09-04 15:17:10.526105224,C0028,P137,3,5,179.95,539.8499999999999,26.992499999999996,512.8575
T001129,2021-09-04 20:32:18.627725548,C0149,P105,4,0,574.84,2299.36,0.0,2299.36
T001130,2021-09-05 01:47:26.729345872,C0420,P049,3,10,177.3,531.9000000000001,53.19000000000001,478.7100000000001
T001131,2021-09-05 07:02:34.830966196,C0280,P083,5,15,166.16,830.8,124.62,706.18
T001132,2021-09-05 12:17:42.932586520,C0182,P017,3,5,199.57,598.71,29.9355,568.7745
T001133,2021-09-05 17:32:51.034206844,C0166,P054,6,0,46.42,278.52,0.0,278.52
T001134,2021-09-05 22:47:59.135827168,C0017,P112,2,10,170.76,341.52,34.152,307.368
T001135,2021-09-06 04:03:07.237447492,C0150,P172,4,10,226.9,907.6,90.76,816.84
T001136,2021-09-06 09:18:15.339067816,C0339,P160,2,5,204.08,408.16,20.408,387.752
T001137,2021-09-06 14:33:23.440688140,C0045,P163,3,20,41.23,123.69,24.738000000000003,98.952
T001138,2021-09-06 19:48:31.542308464,C0330,P049,3,5,177.3,531.9000000000001,26.595000000000006,505.30500000000006
T001139,2021-09-07 01:03:39.643928788,C0189,P182,6,0,532.67,3196.0199999999995,0.0,3196.0199999999995
T001140,2021-09-07 06:18:47.745549112,C0139,P144,3,0,37.82,113.46000000000001,0.0,113.46000000000001
T001141,2021-09-07 11:33:55.847169436,C0061,P085,6,0,56.83,340.98,0.0,340.98
T001142,2021-09-07 16:49:03.948789760,C0294,P012,3,5,219.29,657.87,32.893499999999996,624.9765
T001143,2021-09-07 22:04:12.050410084,C0322,P126,3,0,542.9,1628.6999999999998,0.0,1628.6999999999998
T001144,2021-09-08 03:19:20.152030408,C0033,P098,3,0,50.02,150.06,0.0,150.06
T001145,2021-09-08 08:34:28.253650732,C0299,P136,2,15,42.05,84.1,12.615,71.485
T001146,2021-09-08 13:49:36.355271056,C0415,P149,4,0,190.67,762.68,0.0,762.68
T001147,2021-09-08 19:04:44.456891380,C0112,P048,6,0,421.78,2530.68,0.0,2530.68
T001148,2021-09-09 00:19:52.558511704,C0291,P136,9,0,42.05,378.45,0.0,378.45
T001149,2021-09-09 05:35:00.660132028,C0037,P028,3,0,178.2,534.5999999999999,0.0,534.5999999999999
T001150,2021-09-09 10:50:08.761752352,C0431,P080,4,0,620.92,2483.68,0.0,2483.68
T001151,2021-09-09 16:05:16.863372676,C0495,P010,1,15,586.18,586.18,87.92699999999999,498.25299999999993
T001152,2021-09-09 21:20:24.964993000,C0100,P052,4,15,233.65,934.6,140.19,794.4100000000001
T001153,2021-09-10 02:35:33.066613324,C0023,P143,2,0,194.64,389.28,0.0,389.28
T001154,2021-09-10 07:50:41.168233648,C0420,P132,2,5,48.65,97.3,4.865,92.435
T001155,2021-09-10 13:05:49.269853972,C0424,P090,3,10,556.82,1670.46,167.046,1503.414
T001156,2021-09-10 18:20:57.371474296,C0487,P062,4,0,515.9,2063.6,0.0,2063.6
T001157,2021-09-10 23:36:05.473094620,C0218,P107,6,0,158.06,948.36,0.0,948.36
T001158,2021-09-11 04:51:13.574714944,C0089,P132,3,20,48.65,145.95,29.19,116.75999999999999
T001159,2021-09-11 10:06:21.676335268,C0209,P041,4,10,201.84,807.36,80.736,726.624
T001160,2021-09-11 15:21:29.777955592,C0271,P099,2,0,47.75,95.5,0.0,95.5
T001161,2021-09-11 20:36:37.879575916,C0421,P055,2,5,48.14,96.28,4.814,91.46600000000001
T001162,2021-09-12 01:51:45.981196240,C0237,P028,6,5,178.2,1069.1999999999998,53.459999999999994,1015.7399999999998
T001163,2021-09-12 07:06:54.082816564,C0388,P101,1,0,466.98,466.98,0.0,466.98
T001164,2021-09-12 12:22:02.184436888,C0406,P047,5,0,191.12,955.6,0.0,955.6
T001165,2021-09-12 17:37:10.286057212,C0209,P137,6,0,179.95,1079.6999999999998,0.0,1079.6999999999998
T001166,2021-09-12 22:52:18.387677536,C0278,P130,6,0,190.19,1141.1399999999999,0.0,1141.1399999999999
T001167,2021-09-13 04:07:26.489297860,C0465,P195,5,20,191.96,959.8000000000001,191.96,767.84
T001168,2021-09-13 09:22:34.590918184,C0206,P117,5,0,49.19,245.95,0.0,245.95
T001169,2021-09-13 14:37:42.692538508,C0078,P108,3,5,49.08,147.24,7.362,139.87800000000001
T001170,2021-09-13 19:52:50.794158832,C0401,P176,5,20,172.09,860.45,172.09,688.36
T001171,2021-09-14 01:07:58.895779156,C0328,P069,2,0,48.23,96.46,0.0,96.46
T001172,2021-09-14 06:23:06.997399480,C0098,P028,5,0,178.2,891.0,0.0,891.0
T001173,2021-09-14 11:38:15.099019804,C0346,P079,3,20,51.09,153.27,30.654,122.61600000000001
T001174,2021-09-14 16:53:23.200640128,C0365,P014,5,10,53.03,265.15,26.515,238.635
T001175,2021-09-14 22:08:31.302260452,C0350,P046,8,5,50.31,402.48,20.124000000000002,382.356
T001176,2021-09-15 03:23:39.403880780,C0470,P141,6,5,233.01,1398.06,69.90299999999999,1328.157
T001177,2021-09-15 08:38:47.505501104,C0336,P016,3,0,41.38,124.14000000000001,0.0,124.14000000000001
T001178,2021-09-15 13:53:55.607121428,C0094,P168,3,5,410.93,1232.79,61.6395,1171.1505
T001179,2021-09-15 19:09:03.708741752,C0080,P200,3,10,212.49,637.47,63.74700000000001,573.7230000000001
T001180,2021-09-16 00:24:11.810362076,C0038,P158,5,0,54.95,274.75,0.0,274.75
T001181,2021-09-16 05:39:19.911982400,C0408,P081,3,0,239.61,718.83,0.0,718.83
T001182,2021-09-16 10:54:28.013602724,C0228,P193,2,0,191.59,383.18,0.0,383.18
T001183,2021-09-16 16:09:36.115223048,C0483,P058,2,0,242.75,485.5,0.0,485.5
T001184,2021-09-16 21:24:44.216843372,C0134,P048,2,15,421.78,843.56,126.53399999999999,717.026
T001185,2021-09-17 02:39:52.318463696,C0196,P049,4,5,177.3,709.2,35.46,673.74
T001186,2021-09-17 07:55:00.420084020,C0466,P089,4,0,176.64,706.56,0.0,706.56
T001187,2021-09-17 13:10:08.521704344,C0390,P130,3,10,190.19,570.5699999999999,57.05699999999999,513.5129999999999
T001188,2021-09-17 18:25:16.623324668,C0282,P014,7,0,53.03,371.21000000000004,0.0,371.21000000000004
T001189,2021-09-17 23:40:24.724944992,C0101,P103,4,20,472.57,1890.28,378.056,1512.224
T001190,2021-09-18 04:55:32.826565316,C0475,P121,3,10,213.88,641.64,64.164,577.476
T001191,2021-09-18 10:10:40.928185640,C0425,P145,5,10,166.64,833.1999999999999,83.32,749.8799999999999
T001192,2021-09-18 15:25:49.029805964,C0075,P123,3,0,57.11,171.32999999999998,0.0,171.32999999999998
T001193,2021-09-18 20:40:57.131426288,C0294,P159,3,0,458.43,1375.29,0.0,1375.29
T001194,2021-09-19 01:56:05.233046612,C0208,P138,5,0,224.39,1121.9499999999998,0.0,1121.9499999999998
T001195,2021-09-19 07:11:13.334666936,C0083,P070,3,0,62.3,186.89999999999998,0.0,186.89999999999998
T001196,2021-09-19 12:26:21.436287260,C0427,P103,6,10,472.57,2835.42,283.54200000000003,2551.878
T001197,2021-09-19 17:41:29.537907584,C0437,P102,4,0,51.51,206.04,0.0,206.04
T001198,2021-09-19 22:56:37.639527908,C0143,P165,5,5,214.94,1074.7,53.735,1020.965
T001199,2021-09-20 04:11:45.741148232,C0474,P064,7,5,57.94,405.58,20.279,385.301
T001200,2021-09-20 09:26:53.842768556,C0056,P158,4,0,54.95,219.8,0.0,219.8
T001201,2021-09-20 14:42:01.944388880,C0361,P162,2,0,197.03,394.06,0.0,394.06
T001202,2021-09-20 19:57:10.046009204,C0440,P018,4,15,199.65,798.6,119.79,678.8100000000001
T001203,2021-09-21 01:12:18.147629528,C0287,P063,3,0,206.7,620.0999999999999,0.0,620.0999999999999
T001204,2021-09-21 06:27:26.249249852,C0211,P049,5,0,177.3,886.5,0.0,886.5
T001205,2021-09-21 11:42:34.350870176,C0441,P056,1,10,179.07,179.07,17.906999999999996,161.163
T001206,2021-09-21 16:57:42.452490500,C0179,P091,5,5,480.94,2404.7,120.235,2284.4649999999997
T001207,2021-09-21 22:12:50.554110824,C0408,P058,4,10,242.75,971.0,97.1,873.9
T001208,2021-09-22 03:27:58.655731148,C0058,P155,3,10,416.29,1248.8700000000001,124.887,1123.9830000000002
T001209,2021-09-22 08:43:06.757351472,C0073,P055,3,15,48.14,144.42000000000002,21.663,122.75700000000002
T001210,2021-09-22 13:58:14.858971796,C0215,P085,4,0,56.83,227.32,0.0,227.32
T001211,2021-09-22 19:13:22.960592120,C0388,P019,4,0,452.1,1808.4,0.0,1808.4
T001212,2021-09-23 00:28:31.062212444,C0266,P151,5,5,199.35,996.75,49.8375,946.9125
T001213,2021-09-23 05:43:39.163832768,C0447,P103,5,10,472.57,2362.85,236.285,2126.565
T001214,2021-09-23 10:58:47.265453092,C0073,P112,2,5,170.76,341.52,17.076,324.44399999999996
T001215,2021-09-23 16:13:55.367073416,C0467,P108,6,5,49.08,294.48,14.724,279.75600000000003
T001216,2021-09-23 21:29:03.468693740,C0271,P047,3,5,191.12,573.36,28.668000000000003,544.692
T001217,2021-09-24 02:44:11.570314064,C0499,P107,2,0,158.06,316.12,0.0,316.12
T001218,2021-09-24 07:59:19.671934388,C0354,P194,4,15,603.1,2412.4,361.86,2050.54
T001219,2021-09-24 13:14:27.773554712,C0234,P179,5,0,173.59,867.95,0.0,867.95
T001220,2021-09-24 18:29:35.875175036,C0319,P084,1,15,539.79,539.79,80.96849999999999,458.82149999999996
T001221,2021-09-24 23:44:43.976795360,C0019,P156,5,5,195.85,979.25,48.9625,930.2875
T001222,2021-09-25 04:59:52.078415684,C0113,P128,3,5,623.08,1869.2400000000002,93.462,1775.7780000000002
